id,pk,slug,name,nickname,date_of_birth,height_centimeters,reach_inches,leg_reach_inches,fighting_style,stance,nationality
RmlnaHRlck5vZGU6MjE0NDM=,21443,josh-dyer-21443,Josh Dyer,Ken Doll,,170.2,,,,,United States
RmlnaHRlck5vZGU6MjE0OA==,2148,tony-lopez-2148,Tony Lopez,Kryptonite,1973-11-28,197.0,79.0,,,Southpaw,United States
RmlnaHRlck5vZGU6MjE1NTI=,21552,anthony-yost-21552,Anthony Yost,The Devils Advocate,1993-09-18,165.0,,,,,United States
RmlnaHRlck5vZGU6MjE1Nzg=,21578,daniel-toledo-21578,Daniel Toledo,Jacare,,190.0,,,,,Spain
RmlnaHRlck5vZGU6MjE3NDI=,21742,mariya-agapova-21742,Mariya Agapova,Demonslayer,,168.0,68.5,,Striker,Southpaw,Kazakhstan
RmlnaHRlck5vZGU6MjE4Nzk=,21879,antonio-castillo-jr-21879,Antonio Castillo Jr.,Mexican Muscle,1987-02-27,170.2,,,,,United States
RmlnaHRlck5vZGU6MjE4OA==,2188,willie-gates-2188,Willie Gates,Whoop Ass,1987-01-21,172.7,72.0,,,,United States
RmlnaHRlck5vZGU6MjEwMTg=,21018,chris-garcia-21018,Chris Garcia,,,,,,,,United States
RmlnaHRlck5vZGU6MjEyMjE=,21221,elijah-harris-21221,Elijah Harris,The Buffalo Soldier,1995-10-03,168.0,,,,,United States
RmlnaHRlck5vZGU6MjEyNg==,2126,steven-banks-2126,Steven Banks,The Panda,1981-03-14,195.6,,,,,United States
RmlnaHRlck5vZGU6MjI0Nzk=,22479,wilhelm-ott-22479,Wilhelm Ott,The Amazing,1982-06-19,180.3,,,,,Austria
RmlnaHRlck5vZGU6MjI1NDc=,22547,florin-lupu-22547,Florin Lupu,,,160.0,64.2,,,,Romania
RmlnaHRlck5vZGU6MjI2NTA=,22650,israel-rodriguez-22650,Israel Rodriguez,Rooster,1985-07-02,175.3,,,,,United States
RmlnaHRlck5vZGU6MjI3NDQ=,22744,billy-swanson-22744,Billy Swanson,Big Sexy,1994-03-23,188.0,70.0,,,,United States
RmlnaHRlck5vZGU6MjI3NTc=,22757,marcel-stamps-22757,Marcel Stamps,Swift,1985-04-12,191.0,,,,,United States
RmlnaHRlck5vZGU6MjI3ODc=,22787,yamila-sanchez-22787,Yamila Sanchez,,,,,,,,"
Argentina
"
RmlnaHRlck5vZGU6MjI5,229,jett-jones-229,Jett Jones,,1987-02-16,188.0,,,,,United States
RmlnaHRlck5vZGU6MjI5NzM=,22973,brandon-meyer-22973,Brandon Meyer,,,175.0,,,,,United States
RmlnaHRlck5vZGU6MjI5ODA=,22980,jeff-souder-22980,Jeff Souder,,,183.0,,,,,United States
RmlnaHRlck5vZGU6MjI5ODQ=,22984,keilen-fantroy-22984,Keilen Fantroy,Krash,1991-07-25,168.0,,,,,United States
RmlnaHRlck5vZGU6MjIwMTg=,22018,ben-robinson-22018,Ben Robinson,,1989-05-27,182.9,,,,,United States
RmlnaHRlck5vZGU6MjIyMg==,2222,charles-bennett-2222,Charles Bennett,Krazy Horse,1979-11-23,166.0,67.3,,,Orthodox,United States
RmlnaHRlck5vZGU6MjM0Mg==,2342,shannon-ritch-2342,Shannon Ritch,The Cannon,1970-09-27,175.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6MjM2,236,joey-angelo-236,Joey Angelo,The Cinderella Man,1989-04-04,177.8,,,,,United States
RmlnaHRlck5vZGU6MjM3NDE=,23741,toni-markulev-23741,Toni Markulev,,,180.0,,,,,Austria
RmlnaHRlck5vZGU6MjM5ODE=,23981,yorgan-decastro-23981,Yorgan Decastro,The Mad Titan,1987-12-20,180.0,74.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjMwMzA=,23030,terry-janoski-23030,Terry Janoski,The Experiment,1990-07-04,,,,,,United States
RmlnaHRlck5vZGU6MjMxNDA=,23140,alberto-blas-23140,Alberto Blas,El Indio,1994-10-08,170.0,70.0,,,,Cuba
RmlnaHRlck5vZGU6MjMxNDk=,23149,joshua-fremd-23149,Joshua Fremd,The Big Yinz,1994-01-15,193.0,76.5,,Striker,Orthodox,"Connellsville, Pennsylvania"
RmlnaHRlck5vZGU6MjMxNTM=,23153,michael-trizano-23153,Michael Trizano,The Lone Wolf,1991-12-31,180.0,71.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjQ0Mzk=,24439,joshua-moreno-24439,Joshua Moreno,,,183.0,73.0,,,,United States
RmlnaHRlck5vZGU6MjQ3NDY=,24746,kasey-yates-24746,Kasey Yates,,,180.0,69.0,,,,"
United States
"
RmlnaHRlck5vZGU6MjQ4NzI=,24872,mike-andaya-24872,Mike Andaya,,,175.3,,,,,United States
RmlnaHRlck5vZGU6MjQ5MDA=,24900,pat-casey-24900,Pat Casey,The Gorilla Ninja,1990-10-17,173.0,70.0,,,,United States
RmlnaHRlck5vZGU6MjQ5NDI=,24942,paolo-zorzi-24942,Paolo Zorzi,,,,,,,,Italy
RmlnaHRlck5vZGU6MjQzNTg=,24358,greg-hardy-24358,Greg Hardy,The Prince of War,1988-07-28,195.6,80.5,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjU0ODQ=,25484,gustavo-trujillo-25484,Gustavo Trujillo,Cuban Assassin,1993-02-28,188.0,78.5,,,,United States
RmlnaHRlck5vZGU6MjU0OTA=,25490,islam-sizbulatov-25490,Islam Sizbulatov,,1988-03-01,178.0,,,,,Austria
RmlnaHRlck5vZGU6MjU1Mg==,2552,cassie-robb-2552,Cassie Robb,The Hulk,1990-08-03,165.1,,,,,United States
RmlnaHRlck5vZGU6MjU2Mw==,2563,paige-vanzant-2563,Paige VanZant,12 Gauge,1994-03-26,158.0,65.0,37.0,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MjU3MjQ=,25724,ras-hylton-25724,Ras Hylton,Ras-squatch / The Jamaican Shamrock,1988-02-09,198.1,83.0,,,,United States
RmlnaHRlck5vZGU6MjU3Njk=,25769,andre-kase-25769,Andre Kase,The Bull,1972-12-23,180.3,,,,,United States
RmlnaHRlck5vZGU6MjUz,253,justin-grizzard-253,Justin Grizzard,,,195.6,,,,,United States
RmlnaHRlck5vZGU6MjUzNTg=,25358,ivana-coleman-25358,Ivana Coleman,,,165.1,,,,,United States
RmlnaHRlck5vZGU6MjY0,264,kevin-croom-264,Kevin Croom,The Kremlin,1987-07-15,180.3,73.0,,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MjY3Nzg=,26778,julian-fernandez-26778,Julian Fernandez,Pit Bull Jr,1985-06-24,191.0,80.3,,,,"
Tijuana, Mexico
"
RmlnaHRlck5vZGU6MjY4MTE=,26811,jonathan-miller-26811,Jonathan Miller,Big Baby,1992-07-06,182.9,,,,,United States
RmlnaHRlck5vZGU6MjY5MjA=,26920,andrew-potter-26920,Andrew Potter,,1992-07-08,,,,,,United States
RmlnaHRlck5vZGU6MjYwMQ==,2601,bruce-lutchmedial-2601,Bruce Lutchmedial,The Iron Lion,1991-07-22,178.0,76.0,,,,United States
RmlnaHRlck5vZGU6MjYxMDM=,26103,rob-morrow-26103,Rob Morrow,The Destroyer,1985-09-03,191.0,77.0,,,,United States
RmlnaHRlck5vZGU6Mjc0NzA=,27470,jivko-stoimenov-27470,Jivko Stoimenov,The Bulgarian Ripper,1996-07-16,179.0,69.7,,,,"
Sofia, Bulgaria
"
RmlnaHRlck5vZGU6Mjc3MTQ=,27714,mehdi-barghi-27714,Mehdi Barghi,,,182.9,72.0,,,,Iran
RmlnaHRlck5vZGU6Mjc3NjY=,27766,brian-maxwell-27766,Brian Maxwell,,1987-08-16,183.0,,,,,United States
RmlnaHRlck5vZGU6Mjc3Njc=,27767,donelei-benedetto-27767,Donelei Benedetto,King Kong,1992-01-01,188.0,,,,,United States
RmlnaHRlck5vZGU6Mjc3ODY=,27786,james-lilley-27786,James Lilley,Lights Out,1986-11-14,175.3,,,,,Wales
RmlnaHRlck5vZGU6Mjc4MjA=,27820,anton-larsson-27820,Anton Larsson,Crazy Thai,1990-03-21,167.6,,,,,"
Bankok
"
RmlnaHRlck5vZGU6Mjc4Mw==,2783,pearl-gonzalez-2783,Pearl Gonzalez,The Chi-Town Princess,1986-08-12,162.6,68.0,,Striker / Bjj Grappler,,United States
RmlnaHRlck5vZGU6Mjc4Ng==,2786,reggie-pena-2786,Reggie Pena,The Regulator,1983-04-09,182.9,80.0,,,,United States
RmlnaHRlck5vZGU6Mjc5MTQ=,27914,cristina-crist-27914,Cristina Crist,Crazy,1990-04-17,157.5,62.5,,,,United States
RmlnaHRlck5vZGU6Mjc5NTI=,27952,ruben-warr-27952,Ruben Warr,Bad Boy,1988-11-05,172.7,,,,,United States
RmlnaHRlck5vZGU6Mjc5ODQ=,27984,nathan-maness-27984,Nathan Maness,Mayhem,1991-06-27,177.8,72.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjcwOTE=,27091,shamil-dzhakhbarov-27091,Shamil Dzhakhbarov,Hunter,,163.0,,,,,Moscow
RmlnaHRlck5vZGU6MjczNg==,2736,keith-richardson-2736,Keith Richardson,The Rockstar,1983-11-29,167.6,70.0,,,,United States
RmlnaHRlck5vZGU6MjczNjg=,27368,matthew-semelsberger-27368,Matthew Semelsberger,Semi,1992-11-23,185.0,73.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6Mjg0Mzg=,28438,matt-socholotiuk-28438,Matt Socholotiuk,,,,,,,,Canada
RmlnaHRlck5vZGU6Mjg0NDU=,28445,alan-stephenson-28445,Alan Stephenson,A-Train,1988-06-16,180.3,,,,,United States
RmlnaHRlck5vZGU6Mjg0NTA=,28450,chris-johnson-28450,Chris Johnson,The Jungle,1994-05-09,170.2,,,,,United States
RmlnaHRlck5vZGU6Mjg0ODQ=,28484,alexandra-ballou-28484,Alexandra Ballou,The Great,1992-01-21,170.0,,,,,United States
RmlnaHRlck5vZGU6Mjg2NzE=,28671,chris-inocencio-28671,Chris Inocencio,,,175.3,71.0,,,,United States
RmlnaHRlck5vZGU6Mjg2OTc=,28697,scott-roberts-28697,Scott Roberts,The Mad Poet,,183.0,75.0,,,,"
N/A
"
RmlnaHRlck5vZGU6Mjg5NDA=,28940,phil-caracappa-28940,Phil Caracappa,The Hitman,1992-06-05,173.0,70.0,,,,United States
RmlnaHRlck5vZGU6MjgwMTk=,28019,jennifer-tate-28019,Jennifer Tate,Rosebud,1985-09-02,165.1,,,,,United States
RmlnaHRlck5vZGU6MjgxNTI=,28152,darren-whitney-28152,Darren Whitney,D-Day,1990-06-06,165.0,75.0,,,,Maine
RmlnaHRlck5vZGU6MjgxNzQ=,28174,john-garbarino-28174,John Garbarino,Johnny Garb,1995-08-15,178.0,,,,,United States
RmlnaHRlck5vZGU6MjgyMDM=,28203,samuel-romero-28203,Samuel Romero,,,178.0,,,,,"San Jose, California"
RmlnaHRlck5vZGU6MjgzMzA=,28330,ben-moa-28330,Ben Moa,,1981-04-22,188.0,,,,,"San Bernardino, United States"
RmlnaHRlck5vZGU6MjgzMzI=,28332,joey-munoz-28332,Joey Munoz,,1992-06-25,165.0,,,,,United States
RmlnaHRlck5vZGU6Mjk0MDU=,29405,walter-pugliesi-29405,Walter Pugliesi,Kraken,,177.8,,,,,Italy
RmlnaHRlck5vZGU6Mjk2MQ==,2961,john-hollis-2961,John Hollis,,,173.0,,,,,United States
RmlnaHRlck5vZGU6Mjk3MDk=,29709,rick-caruso-29709,Rick Caruso,Slick,1988-03-13,182.9,,,,,United States
RmlnaHRlck5vZGU6Mjk3Mw==,2973,josh-huber-2973,Josh Huber,The Hellboy,1985-08-23,175.3,70.5,,,,United States
RmlnaHRlck5vZGU6Mjk3OTc=,29797,cameron-hardy-29797,Cameron Hardy,Party,1994-12-06,,,,,,England
RmlnaHRlck5vZGU6Mjk4MDE=,29801,kyle-wright-29801,Kyle Wright,Super Savage,1995-11-16,180.0,,,,,"
United States
"
RmlnaHRlck5vZGU6Mjk4MDI=,29802,simeon-otley-29802,Simeon Otley,,,,,,,,England
RmlnaHRlck5vZGU6Mjk5MjM=,29923,cody-vidal-29923,Cody Vidal,,,178.0,71.5,,,,"Pottsville, Pennsylvania"
RmlnaHRlck5vZGU6Mjk5NQ==,2995,leo-pla-2995,Leo Pla,,1982-05-05,180.3,,,,,United States
RmlnaHRlck5vZGU6Mjk5ODI=,29982,randy-costa-29982,Randy Costa,The Zohan,1994-07-06,178.0,73.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjkwMA==,2900,deron-carlis-2900,Deron Carlis,Kryptonian Pharaoh,1986-10-01,165.1,70.0,,,,United States
RmlnaHRlck5vZGU6MjkxNDM=,29143,adam-cook-29143,Adam Cook,The Smiling Assassin,,177.8,,,,,Australia
RmlnaHRlck5vZGU6MjkxNjQ=,29164,adalberto-serrano-29164,Adalberto Serrano,,1980-10-10,180.3,,,,,"
United States
"
RmlnaHRlck5vZGU6MjkyNw==,2927,jake-lindsey-2927,Jake Lindsey,The Librarian,1986-06-21,180.3,72.5,,,,United States
RmlnaHRlck5vZGU6MjkyNzY=,29276,freddy-sandoval-29276,Freddy Sandoval,,,175.0,69.0,,,,United States
RmlnaHRlck5vZGU6MjkzMzU=,29335,anthony-retic-29335,Anthony Retic,,1988-04-30,185.4,79.1,,,,United States
RmlnaHRlck5vZGU6MjkzNDU=,29345,fatu-tuitasi-29345,Fatu Tuitasi,,,,,,,,United States
RmlnaHRlck5vZGU6MjkzNzk=,29379,kathryn-paprocki-29379,Kathryn Paprocki,,,165.0,65.0,,,,United States
RmlnaHRlck5vZGU6MzA0ODM=,30483,isaac-matamoros-30483,Isaac Matamoros,Ice,1994-10-28,168.0,,,,,"Mission, Texas"
RmlnaHRlck5vZGU6MzA1MTI=,30512,charisa-sigala-30512,Charisa Sigala,,1984-03-25,163.0,,,,,United States
RmlnaHRlck5vZGU6MzA1Mw==,3053,theo-brown-3053,Theo Brown,,,180.0,,,,,United States
RmlnaHRlck5vZGU6MzA1MzU=,30535,marisol-ruelas-30535,Marisol Ruelas,,1997-02-20,163.0,64.7,,,,United States
RmlnaHRlck5vZGU6MzA1NzM=,30573,alejandro-solorzano-30573,Alejandro Solorzano,Goliath,,210.0,,,,,Mexico
RmlnaHRlck5vZGU6MzA2,306,sean-wilson-306,Sean Wilson,P-Town,1982-10-20,172.7,68.5,,,,United States
RmlnaHRlck5vZGU6MzA4MzI=,30832,tony-giles-30832,Tony Giles,Rhino,,180.0,70.1,,,,England
RmlnaHRlck5vZGU6MzA5MDQ=,30904,andrew-miller-30904,Andrew Miller,Maddog Fairtex,,180.0,,,,,"
Scotland
"
RmlnaHRlck5vZGU6MzAwNzM=,30073,erick-lozano-30073,Erick Lozano,El Travieso,1982-09-10,177.8,,,,,United States
RmlnaHRlck5vZGU6MzAxODU=,30185,alex-davison-30185,Alex Davison,,,,,,,,"
N/A
"
RmlnaHRlck5vZGU6MzAyMDg=,30208,kealii-kanekoa-30208,Kealii Kanekoa,The Saint,,183.0,,,,,United States
RmlnaHRlck5vZGU6MzAyNjE=,30261,julian-valencia-30261,Julian Valencia,,,165.0,,,,,United States
RmlnaHRlck5vZGU6MzE0NzA=,31470,michael-jones-31470,Michael Jones,Murc,,178.0,74.0,,,,"
Orlando, Florida
"
RmlnaHRlck5vZGU6MzE1OTM=,31593,jenny-clausius-31593,Jenny Clausius,Savage,1993-04-10,152.0,62.5,,,,United States
RmlnaHRlck5vZGU6MzE2ODM=,31683,jessica-borga-31683,Jessica Borga,The Black Widow,1989-12-18,170.0,70.0,,,,"Lakeland, Florida"
RmlnaHRlck5vZGU6MzE3NTU=,31755,juan-carlos-de-leon-31755,Juan Carlos De Leon,Corazon,,180.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzE4MzI=,31832,jared-tallent-31832,Jared Tallent,The Natural,1996-08-02,170.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzE4NjI=,31862,cody-schieve-31862,Cody Schieve,Lightning,,180.0,,,,,"Winslow, Indiana"
RmlnaHRlck5vZGU6MzExMzg=,31138,conan-barbaru-31138,Conan Barbaru,,,,,,,,Romania
RmlnaHRlck5vZGU6MzExNDY=,31146,joshua-oxendine-31146,Joshua Oxendine,The Oxman,1994-03-11,175.0,,,,,"Lumberton, North Carolina, United States"
RmlnaHRlck5vZGU6MzExOTM=,31193,zac-cavender-31193,Zac Cavender,,1994-08-14,196.0,79.0,,,,United States
RmlnaHRlck5vZGU6MzEyNDg=,31248,jw-kiser-31248,JW Kiser,Mad Cannons,1979-01-01,180.0,71.0,,,,"
United States
"
RmlnaHRlck5vZGU6MzEyNTI=,31252,sarah-shell-31252,Sarah Shell,TNT,1987-12-21,170.0,,,,,United States
RmlnaHRlck5vZGU6MzI0MA==,3240,jake-heffernan-3240,Jake Heffernan,The Grinder,1989-11-21,175.0,,,,,United States
RmlnaHRlck5vZGU6MzM0NTI=,33452,anthony-garrett-33452,Anthony Garrett,Lionheart,1989-11-10,196.0,80.0,,,,United States
RmlnaHRlck5vZGU6MzM1MjQ=,33524,dony-matos-33524,Dony Matos,Terrier,1988-01-02,170.0,,,,,"Serrinha, Bahia, Brazil"
RmlnaHRlck5vZGU6MzM1MjU=,33525,claudia-zamora-33525,Claudia Zamora,The Phoenix,1986-04-05,152.0,66.0,,,,United States
RmlnaHRlck5vZGU6MzM2MTk=,33619,taylor-starling-33619,Taylor Starling,Killa Bee,1996-02-27,170.0,67.0,,,,"
United States
"
RmlnaHRlck5vZGU6MzM2MjE=,33621,josh-krejci-33621,Josh Krejci,,1988-01-28,170.0,,,,,United States
RmlnaHRlck5vZGU6MzM2NTM=,33653,rob-fuller-33653,Rob Fuller,The One-Percenter,1980-07-30,170.0,,,,,United States
RmlnaHRlck5vZGU6MzM3MTI=,33712,emanuel-rivero-33712,Emanuel Rivero,12/70,1989-01-06,170.0,,,,,Argentina
RmlnaHRlck5vZGU6MzM4MDk=,33809,nathan-ghareeb-33809,Nathan Ghareeb,Nasty,1993-07-14,173.0,69.0,,,,United States
RmlnaHRlck5vZGU6MzM5NTE=,33951,kaylan-gorospe-33951,Kaylan Gorospe,,,,,,,,United States
RmlnaHRlck5vZGU6MzM5OTI=,33992,florian-reitz-33992,Florian Reitz,,,,,,,,Germany
RmlnaHRlck5vZGU6MzMwMjM=,33023,troy-dennison-33023,Troy Dennison,,1988-12-06,183.0,,,,,"
Salt Lake City, Utah
"
RmlnaHRlck5vZGU6MzMwMzM=,33033,joseph-creer-33033,Joseph Creer,Dark Knight,1981-12-28,191.0,75.0,,,,"Detroit, Michigan, United States"
RmlnaHRlck5vZGU6MzMwNDk=,33049,traevon-kroger-33049,Traevon Kroger,Kid Cobra,2000-01-28,191.0,77.0,,,,"
United States
"
RmlnaHRlck5vZGU6MzMwNTY=,33056,dominico-salas-33056,Dominico Salas,,1988-05-13,170.0,,,,,United States
RmlnaHRlck5vZGU6MzMyMDk=,33209,heriberto-tovar-33209,Heriberto Tovar,El Rudo,,180.0,,,,,"Pachuca, Hidalgo, Mexico"
RmlnaHRlck5vZGU6MzMyNDI=,33242,chancey-wilson-33242,Chancey Wilson,Superfly,,157.5,,,,,United States
RmlnaHRlck5vZGU6MzMyNjk=,33269,shawn-moffett-33269,Shawn Moffett,,,183.0,,,,,United States
RmlnaHRlck5vZGU6MzQ0OQ==,3449,allen-arzeno-3449,Allen Arzeno,The Rebel,1979-07-06,175.3,,,,,United States
RmlnaHRlck5vZGU6MzQ2MzM=,34633,dany-gonzalez-34633,Dany Gonzalez,,1993-03-28,168.0,,,,,United States
RmlnaHRlck5vZGU6MzQ2NDk=,34649,james-rodriguez-34649,James Rodriguez,The Scarecrow,1989-06-11,200.7,,,,,"
United States
"
RmlnaHRlck5vZGU6MzQ2Nw==,3467,elvin-brito-3467,Elvin Brito,El Bandido,1985-07-21,183.0,70.1,,,,Puerto Rico
RmlnaHRlck5vZGU6MzQ3Nw==,3477,jacob-brunnell-3477,Jacob Brunnell,The Caveman,1977-10-02,172.7,,,,,United States
RmlnaHRlck5vZGU6MzQwMw==,3403,ryan-benoit-3403,Ryan Benoit,Baby Face,1989-08-25,165.1,71.0,38.0,Striker / Wrestler,Switch,United States
RmlnaHRlck5vZGU6MzQwMzE=,34031,ulysses-diaz-34031,Ulysses Diaz,,1981-03-14,185.0,,,,,"
Cuba
"
RmlnaHRlck5vZGU6MzQwNTQ=,34054,zedekiah-montanez-34054,Zedekiah Montanez,King,1992-05-18,173.0,,,,,United States
RmlnaHRlck5vZGU6MzQxNDQ=,34144,john-michael-escoboza-34144,John Michael Escoboza,JoMi Archangel,1990-07-17,191.0,77.0,,,,United States
RmlnaHRlck5vZGU6MzQxNTU=,34155,monica-franco-34155,Monica Franco,Fearless,,167.6,63.0,,,,United States
RmlnaHRlck5vZGU6MzU0NzY=,35476,eduardo-peralta-35476,Eduardo Peralta,,,170.0,,,,,United States
RmlnaHRlck5vZGU6MzU1ODM=,35583,derek-perez-35583,Derek Perez,,1992-03-18,178.0,70.1,,,,United States
RmlnaHRlck5vZGU6MzU1ODk=,35589,alvin-davis-35589,Alvin Davis,Dangerous,1985-10-27,180.0,70.0,,,,"Bessemer, Alabama, United States"
RmlnaHRlck5vZGU6MzU1OTA=,35590,jordan-christensen-35590,JorDan Christensen,Haymaker,1986-01-01,183.0,,,,,"Clear Lake, Washington"
RmlnaHRlck5vZGU6MzU2MTU=,35615,jarod-grant-35615,Jarod Grant,Kid Gatti,,168.0,,,,,"
N/A
"
RmlnaHRlck5vZGU6MzU2MTc=,35617,kenmon-evans-35617,Kenmon Evans,,1992-03-02,180.0,,,,,"
Florida, United States
"
RmlnaHRlck5vZGU6MzU2MTg=,35618,robert-washington-35618,Robert Washington,,1984-07-26,180.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzU3MTg=,35718,james-dixon-35718,James Dixon,The Lionheart,1994-05-28,168.0,,,,,"Coventry, England"
RmlnaHRlck5vZGU6MzU4MTU=,35815,isaac-doolittle-35815,Isaac Doolittle,,,170.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzU4MjE=,35821,joshua-marer-35821,Joshua Marer,Danger,1990-10-09,173.0,,,,,United States
RmlnaHRlck5vZGU6MzU4NDU=,35845,sebastian-temesi-35845,Sebastian Temesi,,1990-04-24,,,,,,Australia
RmlnaHRlck5vZGU6MzU4NzI=,35872,jeff-bailey-35872,Jeff Bailey,,,168.0,,,,,United States
RmlnaHRlck5vZGU6MzU5Njc=,35967,randine-eckholm-35967,Randine Eckholm,,,,,,,,"
United States
"
RmlnaHRlck5vZGU6MzU5ODU=,35985,paulo-machado-35985,Paulo Machado,Zé Doido,1987-07-13,175.0,,,,,"Itapemirim, Espirito Santo, Brazil"
RmlnaHRlck5vZGU6MzUwMg==,3502,leo-valdivia-3502,Leo Valdivia,,1988-03-17,180.3,,,,,United States
RmlnaHRlck5vZGU6MzUwNTA=,35050,jeremy-rogers-35050,Jeremy Rogers,Lil Rowdy,1978-07-07,170.0,,,,,United States
RmlnaHRlck5vZGU6MzUwNTQ=,35054,kobe-bowen-35054,Kobe Bowen,,1998-05-12,180.0,,,,,Barbados
RmlnaHRlck5vZGU6MzUxODE=,35181,britain-hart-35181,Britain Hart,,1990-02-02,170.0,66.1,,,,"Layton, Utah, USA"
RmlnaHRlck5vZGU6MzUxODI=,35182,sam-shewmaker-35182,Sam Shewmaker,Hillbilly Hammer,1984-06-13,191.0,76.0,,,,"
Missouri
"
RmlnaHRlck5vZGU6MzUxODM=,35183,bruce-abramski-35183,Bruce Abramski,,1984-09-13,191.0,76.0,,,,"
United States
"
RmlnaHRlck5vZGU6MzUxODY=,35186,clay-burns-35186,Clay Burns,3rd Degree,,168.0,,,,,"Fort Worth, Texas"
RmlnaHRlck5vZGU6MzUxODc=,35187,jorge-gonzalez-rolon-35187,Jorge Gonzalez-Rolon,,1985-03-02,178.0,,,,,"
Indiana
"
RmlnaHRlck5vZGU6MzUxODg=,35188,jimmy-jennett-35188,Jimmy Jennett,,,198.0,,,,,United States
RmlnaHRlck5vZGU6MzUxOTE=,35191,cecilia-ulloa-35191,Cecilia Ulloa,Csy,1986-02-15,155.0,,,,,"
México
"
RmlnaHRlck5vZGU6MzUxOTI=,35192,joel-parades-35192,Joel Parades,,,,,,,,United States
RmlnaHRlck5vZGU6MzUxOTM=,35193,erik-leander-35193,Erik Leander,,,,,,,,
RmlnaHRlck5vZGU6MzUxOTQ=,35194,travis-thompson-35194,Travis Thompson,The Animal,,168.0,,,,,United States
RmlnaHRlck5vZGU6MzUxOTY=,35196,sergio-herrera-35196,Sergio Herrera,,,,,,,,Mexico
RmlnaHRlck5vZGU6MzUxOTc=,35197,jesus-quevedo-35197,Jesús Quevedo,Boy,,,,,,,Mexico
RmlnaHRlck5vZGU6MzUxOTg=,35198,jose-ruelas-soto-35198,Jose Ruelas Soto,,,178.0,,,,,"Rosarita, Baja California, Mexico"
RmlnaHRlck5vZGU6MzUxOTk=,35199,omar-molina-35199,Omar Molina,Rocky,,,,,,,Mexico
RmlnaHRlck5vZGU6MzUyMDA=,35200,kaleb-harris-35200,Kaleb Harris,Lionheart,1993-09-21,183.0,,,,,United States
RmlnaHRlck5vZGU6MzUyMDI=,35202,bobo-obannon-35202,Bobo O'Bannon,The Bible Belt Brawler,1985-07-13,188.0,77.6,,,,"
United States
"
RmlnaHRlck5vZGU6MzUyMDQ=,35204,paulie-malignaggi-35204,Paulie Malignaggi,Magic Man,1980-11-23,173.0,71.0,,,,"
Brooklyn, New York
"
RmlnaHRlck5vZGU6MzUyMDY=,35206,adam-pellerano-35206,Adam Pellerano,,,,,,,,"
N/A
"
RmlnaHRlck5vZGU6MzUyMDc=,35207,josh-boudreaux-35207,Josh Boudreaux,,1982-09-06,175.3,,,,,"
Ocean Springs, Mississippi
"
RmlnaHRlck5vZGU6MzUyMDk=,35209,dat-nguyen-35209,Dat Nguyen,Dat Be Dat,1982-10-11,170.0,66.9,,,,Hawaii
RmlnaHRlck5vZGU6MzUyMTA=,35210,travis-thompson-35210,Travis Thompson,,,,,,,,United States
RmlnaHRlck5vZGU6MzUyMTI=,35212,jared-warren-35212,Jared Warren,,,185.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzUyMTQ=,35214,chris-sarro-35214,Chris Sarro,Golden Gloves,,185.0,,,,,"Blue Hill, Maine, United States"
RmlnaHRlck5vZGU6MzUyMTU=,35215,john-mcallister-35215,John McAllister,The Great One,1983-04-09,175.0,,,,,United States
RmlnaHRlck5vZGU6MzUyMTY=,35216,jeff-chiffens-35216,Jeff Chiffens,Hungry,,175.0,,,,,"
United States
"
RmlnaHRlck5vZGU6MzUyMTc=,35217,francesco-ricchi-35217,Francesco Ricchi,,1994-02-24,,,,,,"
Italy
"
RmlnaHRlck5vZGU6MzUyMTg=,35218,louis-hernandez-35218,Louis Hernandez,,1994-09-12,,,,,,
RmlnaHRlck5vZGU6MzUyMTk=,35219,tee-cummins-35219,Tee Cummins,The Experiment,1992-08-23,180.0,72.0,,,,United States
RmlnaHRlck5vZGU6MzUyMjA=,35220,detrailous-webster-35220,Detrailous Webster,Teddy,1988-05-17,,,,,,"
N/A
"
RmlnaHRlck5vZGU6MzUyMjE=,35221,jeff-denton-35221,Jeff Denton,,1991-06-25,178.0,,,,,United States
RmlnaHRlck5vZGU6MzUyNTQ=,35254,dylan-schulte-35254,Dylan Schulte,The Villain,1991-04-09,175.0,,,,,United States
RmlnaHRlck5vZGU6MzUzMDI=,35302,dan-bunyan-35302,Dan Bunyan,,,,,,,,"
United States
"
RmlnaHRlck5vZGU6MzUzNw==,3537,yosdenis-cedeno-3537,Yosdenis Cedeno,the pink panther,1985-02-12,14.7,69.5,,Striker / BJJ Grappler,Orthodox,Cuba
